tipo_contrato,puesto,fuente,salario_promedio,empresa,tecnologias,fecha_publicacion,ubicacion
full_time,Lead Ingeniero de Software,Adzuna,35209.0,No especificado,"Python, Go, Swift, Scala, R, AWS, Docker, Kubernetes, Terraform, AI, DevOps, CI/CD, Agile, API, Excel",2025-06-04T00:51:13,Philippines
full_time,Lead Arquitecto de Software,Adzuna,32053.0,No especificado,"Python, Go, Scala, Rust, R, AWS, Azure, Google Cloud, Docker, Kubernetes, Jenkins, GitLab, GitHub Actions, Terraform, Ansible, AI, DevOps, CI/CD, API, Git, Linux, Windows",2025-06-03T18:50:25,USA
full_time,Senior Especialista en UX/UI,Jooble,43992.0,No especificado,"Python, Go, R, SQL, PostgreSQL, Elasticsearch, AWS, Google Cloud, Docker, Kubernetes, GitHub Actions, Terraform, AI, DevOps, CI/CD, Agile, Scrum, REST, API, SPA, Excel, Git, Linux",2025-06-03T14:50:30,Canada
full_time,Lead Desarrollador Java,Adzuna,73102.0,No especificado,"Python, Java, Go, Scala, R, Angular, AWS, Azure, AI, DevOps, CI/CD, Agile, Scrum, REST, API, Frontend, Backend, SPA, Spark, Excel, Windows",2025-06-03T06:50:36,Costa Rica
full_time,Lead Ingeniero en IA,Adzuna,73641.0,No especificado,"Python, Go, Scala, R, Express, AWS, Azure, Google Cloud, Docker, Kubernetes, Jenkins, GitHub Actions, Terraform, Ansible, AI, DevOps, CI/CD, Scrum, API, SPA, Excel, Git",2025-06-02T12:50:52,USA
full_time,Junior Ingeniero de Machine Learning,Adzuna,29498.0,No especificado,"Python, JavaScript, Java, Go, R, SQL, React, Rails, MySQL, Jenkins, AI, DevOps, CI/CD, REST, API, SPA, Excel, JIRA, Git, Linux, Windows",2025-06-02T04:51:16,Northern America
full_time,Junior Desarrollador Python,Adzuna,38361.0,No especificado,"Go, Rust, R, AWS, GCP, Kubernetes, AI, DevOps, REST, API, SPA, Git",2025-06-01T14:50:57,USA
full_time,Junior Desarrollador Frontend,Adzuna,58939.0,No especificado,"Go, Rust, R, AWS, AI, DevOps, CI/CD, Agile, REST, API, Backend, JIRA, Git",2025-06-01T02:51:30,USA
full_time,Senior Desarrollador Full Stack,Adzuna,52010.0,No especificado,"Python, Scala, R, AWS, Azure, GCP, Docker, Kubernetes, Terraform, AI, DevOps, CI/CD, API, SPA, Excel, Git",2025-05-29T00:50:21,USA
full_time,Junior Desarrollador Java,Adzuna,38460.0,No especificado,"Swift, Scala, R, AI, DevOps, API, SPA, Git",2025-05-27T22:51:08,USA
contract,Semi Senior Desarrollador Python,Jooble,56784.0,No especificado,"Python, Go, Scala, R, Elasticsearch, AWS, Kubernetes, GitHub Actions, Terraform, AI, DevOps, CI/CD, API, Git",2025-05-27T10:51:01,Argentina
full_time,Lead Desarrollador Mobile,Jooble,42230.0,No especificado,"Scala, Rust, R, Express, AWS, AI, DevOps, Agile, REST, API, SPA, Git",2025-05-26T20:50:51,USA
full_time,Senior Ingeniero DevOps,Jooble,39675.0,No especificado,"Go, R, AI, DevOps, REST, API, Excel",2025-05-25T20:50:45,USA
full_time,Junior Administrador de Bases de Datos,Adzuna,78705.0,No especificado,"Go, Scala, R, Express, AWS, AI, DevOps, API, SPA, ETL, Excel",2025-05-25T08:50:56,USA
full_time,Senior Ingeniero DevOps,Adzuna,29070.0,No especificado,"Go, Rust, R, SQL, AI, DevOps, CI/CD, Agile, REST, API, SPA, ETL, Excel",2025-05-25T08:50:55,South Africa
full_time,Semi Senior Administrador de Bases de Datos,Jooble,68467.0,No especificado,"Python, Scala, R, Redis, Azure, Docker, Kubernetes, Terraform, Ansible, AI, DevOps, CI/CD, Agile, GraphQL, API, SPA, ETL, Excel, JIRA, Git",2025-05-25T06:50:46,USA
full_time,Senior Analista de Datos,Jooble,63529.0,No especificado,"Go, R, AI, DevOps, Agile, API, SPA, Excel",2025-05-24T20:50:19,UK
full_time,Semi Senior Desarrollador Blockchain,Jooble,31006.0,No especificado,"Go, R, AWS, AI, DevOps, Agile, REST, API, SPA",2025-05-23T18:50:26,USA
full_time,Semi Senior Analista de Datos,Adzuna,33434.0,No especificado,"Go, Rust, R, SQL, PostgreSQL, Redis, Elasticsearch, AWS, Azure, Kubernetes, Ansible, AI, DevOps, CI/CD, REST, API, SPA, Excel, Git, Linux",2025-05-22T14:51:11,"Germany, Romania, Spain"
contract,Junior Scrum Master,Jooble,66028.0,No especificado,"Python, JavaScript, Java, Go, R, Elasticsearch, AWS, Kubernetes, Jenkins, GitHub Actions, Terraform, Ansible, AI, DevOps, CI/CD, Agile, REST, Microservices, API, SPA, Git, Linux",2025-05-21T08:50:40,USA
full_time,Semi Senior Site Reliability Engineer,Adzuna,28971.0,No especificado,"Python, Go, Ruby, Scala, Rust, R, Express, AWS, GCP, Kubernetes, GitLab, AI, DevOps, CI/CD, API, SPA, Git, Linux, Windows",2025-05-21T06:51:24,USA
full_time,Semi Senior Product Owner,Jooble,32023.0,No especificado,"Go, Scala, R, AWS, Azure, Google Cloud, Kubernetes, AI, DevOps, API, SPA, Git",2025-05-21T05:07:42,"UK, Estonia, Portugal, Eastern Europe, Sweden, Ireland, Israel, Spain"
contract,Semi Senior Ingeniero DevOps,Jooble,30475.0,No especificado,"Python, Go, Scala, R, SQL, React, MySQL, MongoDB, AWS, Azure, GCP, Terraform, Ansible, AI, DevOps, API, SPA, Excel, Linux",2025-05-20T18:46:51,Europe
full_time,Senior Analista de Datos,Adzuna,36245.0,No especificado,"Go, Scala, Rust, R, AWS, AI, DevOps, API, Backend, SPA, Excel",2025-05-20T06:50:41,"UK, Portugal, Poland, South Africa, Romania, Spain"
full_time,Semi Senior Administrador AWS,Jooble,44433.0,No especificado,"Python, PHP, Go, R, MongoDB, Redis, Elasticsearch, AWS, Docker, Kubernetes, GitLab, Terraform, Ansible, AI, DevOps, CI/CD, REST, Microservices, API, Git",2025-05-19T04:51:47,Poland
full_time,Senior Especialista DevSecOps,Jooble,30944.0,No especificado,"Go, Scala, R, AWS, Docker, Kubernetes, Terraform, Ansible, AI, DevOps, CI/CD, API, SPA, Linux",2025-05-19T04:51:46,Ukraine
full_time,Semi Senior Desarrollador Mobile,Jooble,64612.0,No especificado,"Go, Scala, Rust, R, Jenkins, AI, DevOps, REST, API, Excel, Git",2025-05-18T18:50:11,USA
full_time,Semi Senior Especialista en UX/UI,Jooble,66730.0,No especificado,"Python, Go, R, AWS, Azure, GCP, AI, DevOps, CI/CD, API, JSON",2025-05-18T02:50:38,LATAM
full_time,Senior Arquitecto de Software,Adzuna,36982.0,No especificado,"Python, Go, Scala, R, Elasticsearch, AWS, Azure, Docker, Kubernetes, Jenkins, Terraform, AI, DevOps, CI/CD, REST, API, JIRA, Git",2025-05-17T00:50:18,Brazil
full_time,Junior Ingeniero DevOps,Jooble,41070.0,No especificado,"Java, Go, Scala, Rust, R, AWS, Azure, GCP, Docker, Kubernetes, Jenkins, AI, DevOps, CI/CD, Scrum, REST, API, Excel, Git, Linux",2025-05-16T14:49:59,"USA, Canada"
full_time,Senior Desarrollador Python,Jooble,42591.0,No especificado,"Python, Java, Go, Scala, R, SQL, MySQL, Redis, AWS, Docker, Kubernetes, Jenkins, Terraform, Ansible, AI, DevOps, CI/CD, API, Backend, Excel, Git",2025-05-16T04:50:57,Poland
internship,Lead Administrador de Sistemas,Adzuna,76852.0,No especificado,"Python, C#, TypeScript, R, SQL, React, ASP.NET, PostgreSQL, AI, CI/CD, REST, API, Full Stack",2025-06-15T16:50:31,Ukraine
full_time,Lead Site Reliability Engineer,Jooble,26902.0,No especificado,"JavaScript, Java, Go, Ruby, R, SQL, Rails, PostgreSQL, Heroku, AI, API, Frontend, Backend, Full Stack, SPA, Git, Windows",2025-06-06T22:50:32,"USA, Canada"
full_time,Lead Especialista DevSecOps,Adzuna,32387.0,No especificado,"JavaScript, Java, PHP, Go, TypeScript, Scala, Rust, R, SQL, React, Laravel, AI, REST, API, Backend, SPA, Excel, Git",2025-04-26T00:50:47,Brazil
full_time,Senior Ingeniero de Redes,Adzuna,78700.0,No especificado,"Python, Go, Scala, R, Express, AWS, Azure, Google Cloud, Docker, Kubernetes, Terraform, AI, CI/CD, API, Excel, Windows",2025-06-10T02:52:31,USA
full_time,Lead Desarrollador .NET,Adzuna,29550.0,No especificado,"Python, Go, Ruby, Scala, Rust, R, React, Express, Rails, AWS, Kubernetes, GitHub Actions, Terraform, AI, CI/CD, API, Frontend, Git",2025-06-07T22:50:38,Northern America
full_time,Semi Senior Desarrollador Mobile,Jooble,47296.0,No especificado,"Go, R, AWS, AI, Agile, Scrum, API, SPA, Excel",2025-05-26T18:51:32,USA
full_time,Semi Senior Ingeniero de QA,Jooble,77754.0,No especificado,"Python, Java, Go, Kotlin, Scala, R, AWS, Docker, Kubernetes, Terraform, AI, Agile, API, SPA, Excel",2025-05-19T14:50:31,USA
full_time,Semi Senior Ingeniero de Redes,Adzuna,49445.0,No especificado,"Python, Go, Scala, R, AWS, Jenkins, GitLab, GitHub Actions, Terraform, AI, CI/CD, REST, API, Excel, Git",2025-05-17T00:50:19,Europe
full_time,Lead Technical Lead,Jooble,65407.0,No especificado,"Python, Go, R, AWS, Azure, GCP, Terraform, AI, DevOps, Agile, Scrum, API, SPA, JIRA",2025-05-11T04:50:16,USA
full_time,Junior Administrador de Bases de Datos,Adzuna,32136.0,No especificado,"Python, Go, Scala, Rust, R, Azure, Kubernetes, Terraform, AI, DevOps, CI/CD, Agile, API, SPA, Excel, JIRA, Confluence, Git",2025-05-10T02:50:19,Romania
full_time,Lead Analista de Datos,Adzuna,79151.0,No especificado,"Python, Go, Scala, R, AWS, Kubernetes, AI, DevOps, API, SPA",2025-05-05T04:50:56,USA
full_time,Senior Analista de BI,Adzuna,49579.0,No especificado,"Python, Go, Scala, R, MongoDB, AWS, Azure, GCP, Kubernetes, AI, DevOps, REST, API, SPA, Spark, Excel, Git",2025-04-25T02:50:58,Canada
contract,Lead Administrador de Bases de Datos,Jooble,33323.0,No especificado,"Python, Go, TypeScript, R, SQL, Express, PostgreSQL, DynamoDB, AWS, Kubernetes, Terraform, Machine Learning, AI, DevOps, CI/CD, REST, API, Git, Linux",2025-04-19T00:50:36,USA
full_time,Semi Senior Administrador de Bases de Datos,Adzuna,65226.0,No especificado,"Python, Go, Rust, R, AWS, Google Cloud, GCP, Kubernetes, Terraform, AI, DevOps, CI/CD, Microservices, API, SPA, Git",2025-04-04T20:51:04,Europe
full_time,Senior Desarrollador Mobile,Adzuna,65538.0,No especificado,"Go, R, SQL, AWS, Jenkins, AI, CI/CD, Agile, Scrum, API, Excel, JIRA, Git",2025-06-17T16:50:12,USA
full_time,Senior Cloud Engineer,Adzuna,58312.0,No especificado,"Go, Rust, R, AI, Agile, REST, API, SPA, Excel",2025-06-17T14:50:23,UK
full_time,Senior Desarrollador Python,Adzuna,74547.0,No especificado,"Rust, R, Express, AI, REST, API, SPA, Git",2025-06-17T14:50:13,USA
full_time,Semi Senior Analista de BI,Adzuna,29901.0,No especificado,"Go, Scala, R, Express, AWS, AI, API, Excel, Git",2025-06-16T10:50:50,USA
full_time,Junior Ingeniero DevOps,Jooble,71953.0,No especificado,"Python, Go, Scala, R, Express, Redis, Elasticsearch, AWS, Azure, GCP, Kubernetes, Jenkins, GitHub Actions, Terraform, AI, CI/CD, Agile, API, Excel, Git",2025-06-15T12:50:04,Australia
full_time,Semi Senior Ingeniero de Machine Learning,Jooble,61879.0,No especificado,"Python, Go, Rust, R, Express, AWS, Azure, Terraform, AI, REST, API, SPA, Excel",2025-06-13T12:50:55,USA
full_time,Junior Administrador AWS,Jooble,59165.0,No especificado,"Go, Scala, R, Express, AI, API, SPA, Excel, Git",2025-06-12T10:51:16,USA
full_time,Senior Arquitecto de Software,Jooble,58848.0,No especificado,"Go, Rust, R, AI, API, SPA, Excel",2025-06-11T20:52:36,USA
full_time,Semi Senior Especialista en UX/UI,Jooble,29610.0,No especificado,"Scala, R, AI, API, Excel, Linux, Windows",2025-06-11T08:50:35,UK
full_time,Senior Ingeniero de QA,Adzuna,40055.0,No especificado,"Python, Go, Rust, R, SQL, AWS, AI, API, SPA, Excel, JIRA",2025-06-09T12:50:25,USA
full_time,Junior Analista de BI,Jooble,75415.0,No especificado,"Python, R, Docker, AI, REST, API, Excel, Git, Linux, Windows",2025-06-09T00:50:49,"CET (UTC+1), EET (UTC+2), EAT (UTC+3), NET (UTC+4)"
contract,Junior Ingeniero de QA,Jooble,73129.0,No especificado,"Python, Go, Scala, R, SQL, AWS, Google Cloud, Docker, Kubernetes, Terraform, Ansible, AI, CI/CD, API, Excel, Git",2025-06-08T14:50:57,USA
full_time,Senior Ingeniero de Redes,Jooble,78531.0,No especificado,"Go, Scala, R, AI, API, Excel",2025-06-06T14:51:38,USA
full_time,Senior Ingeniero de QA,Jooble,79740.0,No especificado,"Go, R, AWS, AI, REST, API, SPA, Excel",2025-06-06T14:51:16,USA
full_time,Junior Ingeniero DevOps,Jooble,63635.0,No especificado,"Go, R, AI, API, Excel, JIRA, Git",2025-06-05T20:51:03,Philippines
full_time,Semi Senior Ingeniero de Redes,Jooble,46339.0,No especificado,"Python, Go, Rust, R, MongoDB, AI, REST, API, Git",2025-06-04T14:50:36,USA
full_time,Lead Especialista en Ciberseguridad,Adzuna,77495.0,No especificado,"Go, Rust, R, Express, AI, API, SPA, Git",2025-06-02T04:50:52,USA
contract,Semi Senior Administrador AWS,Adzuna,79490.0,No especificado,"Go, Rust, R, AI, Agile, API",2025-06-01T22:51:08,"UK, Germany"
full_time,Semi Senior Arquitecto de Software,Jooble,42975.0,No especificado,"Go, Scala, R, AI, API, Excel, Git",2025-06-01T20:50:28,USA
full_time,Semi Senior Administrador AWS,Adzuna,44857.0,No especificado,"Python, Go, Rust, R, Express, AWS, Azure, AI, API, SPA, Excel, Git, Linux, Windows",2025-05-31T16:50:56,Poland
full_time,Junior Technical Lead,Jooble,44238.0,No especificado,"Go, R, AI, API, Git",2025-05-31T06:51:28,USA
full_time,Senior Arquitecto de Software,Adzuna,42163.0,No especificado,"Go, R, MongoDB, AI, REST, API, SPA, Git",2025-05-31T00:51:17,USA
contract,Junior Científico de Datos,Jooble,28049.0,No especificado,"Python, Go, Scala, R, Redis, Elasticsearch, Docker, Ansible, AI, REST, API, SPA, Excel, Linux",2025-05-30T12:50:39,Europe
full_time,Semi Senior Desarrollador Backend,Adzuna,37870.0,No especificado,"Go, R, SQL, AI, API, SPA, Tableau",2025-05-28T00:51:08,USA
full_time,Junior Arquitecto de Software,Jooble,28104.0,No especificado,"Go, Scala, R, AWS, AI, API",2025-05-23T12:51:10,USA
full_time,Lead Cloud Engineer,Adzuna,73085.0,No especificado,"Go, R, AI, REST, API, SPA, Excel",2025-05-22T18:50:53,USA
full_time,Semi Senior Desarrollador .NET,Adzuna,69643.0,No especificado,"Go, Rust, R, AWS, AI, REST, API, Excel",2025-05-21T14:50:58,USA
full_time,Junior Desarrollador Java,Adzuna,61465.0,No especificado,"Go, R, MongoDB, AI, REST, API, Git",2025-05-20T20:50:21,USA
full_time,Lead Ingeniero DevOps,Jooble,33710.0,No especificado,"Go, R, Express, AWS, Azure, AI, REST, API, SPA, Excel",2025-05-19T10:50:49,USA
contract,Junior Ingeniero de Software,Adzuna,74385.0,No especificado,"Rust, R, AI, API, SPA, Excel",2025-05-17T16:50:43,Japan
full_time,Senior Desarrollador Full Stack,Jooble,77887.0,No especificado,"Python, Go, Rust, R, SQL, AI, API",2025-05-17T02:50:19,USA
full_time,Lead Ingeniero de Redes,Adzuna,51152.0,No especificado,"R, AI, API, SPA, Excel",2025-05-14T02:51:38,USA
full_time,Senior Ingeniero DevOps,Adzuna,30274.0,No especificado,"Python, Go, Scala, Rust, R, Azure, AI, API, SPA, Excel",2025-05-13T14:51:04,USA
full_time,Senior Ingeniero de Software,Adzuna,62225.0,No especificado,"Go, R, AI, REST, API",2025-05-09T22:50:35,Philippines
full_time,Senior Ingeniero de QA,Adzuna,47400.0,No especificado,"Go, Rust, R, AI, REST, API, SPA, Excel",2025-05-09T04:51:14,USA
full_time,Lead Desarrollador Full Stack,Jooble,34206.0,No especificado,"Python, Go, R, Express, AWS, Azure, GCP, Kubernetes, Terraform, Ansible, AI, CI/CD, Agile, API, Linux",2025-05-06T00:50:54,EMEA
full_time,Lead Desarrollador Full Stack,Adzuna,65741.0,No especificado,"Python, Go, Scala, R, AWS, Azure, Google Cloud, Docker, Kubernetes, Terraform, Ansible, AI, DevOps, CI/CD, API",2025-05-02T18:51:25,Ukraine
full_time,Lead Product Owner,Adzuna,53582.0,No especificado,"Go, R, AWS, AI, API, SPA, Excel, Git",2025-05-02T16:50:58,USA
full_time,Semi Senior Administrador AWS,Jooble,61355.0,No especificado,"Go, Scala, Rust, R, SQL, AWS, Azure, GCP, Machine Learning, AI, API, ETL, Tableau, Looker, Excel",2025-04-29T22:51:11,Canada
full_time,Junior Desarrollador Python,Jooble,58233.0,No especificado,"Go, Rust, R, AWS, GCP, AI, API, SPA, Git",2025-04-28T12:50:07,Europe
full_time,Senior Arquitecto de Software,Jooble,35795.0,No especificado,"Scala, Rust, R, AWS, Azure, GCP, GitLab, Terraform, Ansible, Machine Learning, AI, DevOps, Agile, Microservices, API, SPA, Excel, Git",2025-04-27T18:50:45,USA
full_time,Senior Desarrollador React,Jooble,48159.0,No especificado,"Python, R, Express, AI, API, SPA, Excel",2025-04-25T12:51:09,USA
full_time,Semi Senior Desarrollador Blockchain,Adzuna,45526.0,No especificado,"Go, Rust, R, Google Cloud, GCP, AI, DevOps, Agile, REST, API, SPA, Excel, macOS",2025-04-25T02:50:59,USA
full_time,Semi Senior Científico de Datos,Jooble,70506.0,No especificado,"JavaScript, Java, C#, Go, TypeScript, Scala, R, Express, Kubernetes, GitHub Actions, AI, CI/CD, API, SPA, Git",2025-04-24T22:51:14,Canada
full_time,Semi Senior Desarrollador React,Adzuna,56758.0,No especificado,"Python, Java, Go, Rust, R, AWS, Azure, GCP, Docker, Kubernetes, Terraform, AI, DevOps, REST, API, SPA",2025-04-24T16:50:19,USA
full_time,Senior Científico de Datos,Jooble,39870.0,No especificado,"Go, Rust, R, Machine Learning, AI, API, SPA, Excel, Git",2025-04-21T22:50:56,India
full_time,Lead Desarrollador Frontend,Adzuna,32831.0,No especificado,"Python, Go, R, SQL, AWS, Azure, GCP, Docker, Kubernetes, AI, REST, API, Backend, SPA, JIRA, Git",2025-04-20T08:50:16,USA
full_time,Junior Cloud Engineer,Adzuna,78590.0,No especificado,"Go, R, AI, API, SPA, Tableau, Power BI, Excel, Git",2025-04-17T10:51:31,Japan
full_time,Senior Desarrollador .NET,Adzuna,62220.0,No especificado,"Python, C++, Go, R, Azure, AI, API, Excel, Git, Windows, macOS",2025-04-04T02:51:03,USA
full_time,Lead Product Owner,Jooble,72649.0,No especificado,"Go, Scala, Rust, R, AI, API, Excel",2025-03-28T08:51:32,Japan
contract,Lead Desarrollador Full Stack,Jooble,58176.0,No especificado,"Go, R, SQL, AI, API, Tableau, Excel, Git",2025-06-10T20:50:58,Poland
full_time,Junior Desarrollador React,Adzuna,70541.0,No especificado,"Python, Go, Rust, R, SQL, AI, API, SPA, Tableau, Power BI, Looker",2025-06-09T12:50:56,"USA, Canada"
full_time,Junior Scrum Master,Adzuna,58485.0,No especificado,"R, SQL, AI, Agile, API, Excel",2025-06-08T10:50:55,Spain
full_time,Senior Administrador de Sistemas,Jooble,66549.0,No especificado,"Go, R, SQL, DynamoDB, AWS, AI, REST, API, SPA, Tableau, Excel, Windows",2025-06-05T18:50:37,USA
full_time,Senior Desarrollador Full Stack,Adzuna,72724.0,No especificado,"Go, Scala, R, SQL, AI, REST, API, SPA, Tableau, Power BI, Looker, Excel",2025-06-02T12:50:45,USA
full_time,Junior Ingeniero de Software,Jooble,41740.0,No especificado,"Go, Scala, R, SQL, AI, API, ETL, Excel, Git",2025-06-02T08:50:31,USA
full_time,Semi Senior Product Owner,Jooble,56571.0,No especificado,"Python, Go, Scala, Rust, R, SQL, GitLab, AI, REST, API, ETL, JIRA, Git",2025-06-01T12:50:13,Europe
full_time,Junior Technical Lead,Jooble,67114.0,No especificado,"Python, Go, R, SQL, Express, MySQL, PostgreSQL, SQL Server, Oracle, Azure, AI, Agile, API, Tableau",2025-05-30T02:51:40,USA
full_time,Lead Desarrollador Full Stack,Jooble,58926.0,No especificado,"Go, Rust, R, Express, Google Cloud, AI, API, SPA, ETL, Spark, Excel",2025-05-30T02:51:18,USA
full_time,Lead Analista de Datos,Jooble,42985.0,No especificado,"Go, Scala, Rust, R, SQL, AI, API, SPA, Tableau, Excel",2025-05-28T22:51:17,Germany
full_time,Semi Senior Desarrollador Backend,Adzuna,59458.0,No especificado,"Python, Go, Scala, Rust, R, SQL, Azure, AI, API, SPA, ETL, Hadoop, Spark, Power BI, Excel",2025-05-21T02:51:41,Europe
contract,Lead Administrador de Sistemas,Jooble,30754.0,No especificado,"Python, Go, Scala, R, SQL, AI, API, SPA, Tableau, Looker, Git",2025-05-16T00:50:35,Canada
full_time,Semi Senior Ingeniero en IA,Adzuna,26727.0,No especificado,"Python, Go, R, SQL, AI, REST, API, SPA, Looker, Excel, Git",2025-05-13T20:51:44,"USA, Canada"
full_time,Senior Administrador AWS,Adzuna,39336.0,No especificado,"Python, Go, R, SQL, AI, REST, API, Excel",2025-05-08T18:51:00,"Philippines, Vietnam"
full_time,Senior Cloud Engineer,Adzuna,39650.0,No especificado,"Go, Scala, Rust, R, Express, AWS, AI, REST, API, SPA",2025-05-04T16:50:56,USA
contract,Junior Especialista en UX/UI,Adzuna,57091.0,No especificado,"Go, R, SQL, AI, API, Tableau, Power BI",2025-05-01T18:50:14,UK
full_time,Junior Especialista DevSecOps,Adzuna,39896.0,No especificado,"Python, Go, R, SQL, Express, AWS, Machine Learning, AI, REST, API, Excel, Git",2025-04-25T12:51:34,Mexico
full_time,Senior Administrador AWS,Jooble,39745.0,No especificado,"Python, Go, Rust, R, SQL, Express, AI, API, SPA, Excel",2025-04-24T06:50:47,Brazil
full_time,Semi Senior Desarrollador .NET,Adzuna,49389.0,No especificado,"Python, Go, R, AI, API, SPA, Spark, Tableau",2025-04-17T06:51:25,Asia
full_time,Semi Senior Administrador AWS,Jooble,75960.0,No especificado,"Python, Go, Rust, R, SQL, Express, AI, REST, API, SPA, Excel",2025-04-15T08:50:33,India
full_time,Lead Desarrollador Frontend,Adzuna,57039.0,No especificado,"Python, Go, R, SQL, Machine Learning, AI, API, ETL, Tableau, Power BI, Looker",2025-04-14T06:50:58,Ukraine
full_time,Junior Site Reliability Engineer,Adzuna,59002.0,No especificado,"Python, Go, Scala, R, SQL, AI, API, Tableau, Power BI, Looker, Excel",2025-04-13T08:51:17,South Africa
full_time,Junior Especialista DevSecOps,Jooble,58353.0,No especificado,"Go, TypeScript, Rust, R, React, AWS, Azure, Google Cloud, AI, REST, API, Backend, SPA, Git",2025-04-12T06:51:48,"UK, Portugal, Poland, South Africa, Romania, Spain"
full_time,Senior Ingeniero de Redes,Adzuna,30842.0,No especificado,"Python, Go, Scala, R, SQL, AWS, Machine Learning, AI, API, SPA, Tableau, Power BI, Excel",2025-04-04T02:51:03,USA
full_time,Senior Administrador de Sistemas,Jooble,73678.0,No especificado,"Go, Scala, R, SQL, Express, AWS, AI, API, SPA, ETL, Tableau, Looker",2025-04-04T00:50:04,USA
full_time,Semi Senior Especialista en UX/UI,Jooble,66059.0,No especificado,"Go, Scala, R, SQL, Express, AI, REST, API, Tableau, Power BI, Excel",2025-03-24T04:50:40,LATAM
No especificado,Lead Especialista DevSecOps,Jooble,52167.0,Unknown Company,R,2021-07-03,Location not specified
full_time,Semi Senior Administrador AWS,Jooble,62038.0,No especificado,"C#, Go, R, AI, API, Git",2025-05-16T20:50:07,Ukraine
full_time,Senior Technical Lead,Adzuna,67110.0,No especificado,"C#, Scala, R, AWS, Azure, Docker, Kubernetes, AI, CI/CD, Agile, Microservices, API, SPA, Excel",2025-04-16T08:51:00,"Americas, LATAM"
full_time,Senior Analista de Datos,Jooble,58152.0,No especificado,"JavaScript, Java, Go, Scala, Rust, R, React, AWS, AI, Agile, API, Frontend, Backend, SPA, Git",2025-06-17T12:50:40,USA
full_time,Semi Senior Administrador de Sistemas,Adzuna,34171.0,No especificado,"Go, Scala, Rust, R, AI, API, Excel, Git",2025-06-13T04:51:27,UK
contract,Lead Desarrollador Full Stack,Jooble,62284.0,No especificado,"JavaScript, Java, Go, R, AI, REST, API, Git",2025-06-08T04:51:38,Indonesia
contract,Lead Desarrollador React,Adzuna,73986.0,No especificado,"Go, Scala, R, AI, Agile, Scrum, REST, API, JIRA, Git",2025-06-06T22:50:32,USA
full_time,Semi Senior Desarrollador Backend,Jooble,37658.0,No especificado,"Python, JavaScript, Java, Go, Scala, R, AI, Agile, Scrum, API, UI/UX, Excel, Git",2025-06-05T10:50:56,Philippines
full_time,Semi Senior Desarrollador Frontend,Adzuna,59363.0,No especificado,"Python, Go, R, Express, AI, API, Backend, Full Stack, JIRA",2025-06-04T18:51:36,Europe
full_time,Lead Ingeniero de Machine Learning,Jooble,39939.0,No especificado,"Go, TypeScript, Scala, Rust, R, SQL, React, PostgreSQL, AWS, AI, CI/CD, API, SPA, JIRA, Git",2025-05-30T02:52:17,Mexico
full_time,Junior Especialista DevSecOps,Jooble,38021.0,No especificado,"Python, Go, R, SQL, AI, Agile, REST, API, SPA, Excel, JIRA",2025-05-27T20:51:50,Bulgaria
full_time,Senior Desarrollador .NET,Adzuna,48017.0,No especificado,"JavaScript, Java, Go, TypeScript, Scala, R, Angular, AWS, Jenkins, AI, CI/CD, API, Frontend, Backend, SPA, Excel",2025-05-24T16:50:43,USA
full_time,Junior Ingeniero de Machine Learning,Adzuna,61685.0,No especificado,"Go, R, SQL, Agile, API, SPA",2025-05-23T14:50:50,India
full_time,Semi Senior Desarrollador Java,Jooble,32377.0,No especificado,"Java, C#, Go, R, SQL, Express, Jenkins, AI, Agile, Scrum, API, SPA, Git",2025-05-22T14:51:22,Costa Rica
contract,Senior Analista de Datos,Jooble,67599.0,No especificado,"R, AI, API, Excel",2025-05-17T20:51:37,"Europe, Asia, South America"
full_time,Lead Administrador de Bases de Datos,Jooble,63218.0,No especificado,"Go, Rust, R, AI, API, SPA, Excel",2025-05-15T18:51:04,Nepal
full_time,Semi Senior Desarrollador Full Stack,Adzuna,40859.0,No especificado,"JavaScript, Java, R, AI, Agile, Scrum, API, SPA, Git",2025-05-11T10:50:36,LATAM
full_time,Junior Desarrollador Frontend,Adzuna,64527.0,No especificado,"R, AI, Scrum, REST, API, SPA, JIRA, Confluence",2025-05-09T14:50:44,Ukraine
full_time,Senior Analista de Datos,Jooble,43542.0,No especificado,"Go, R, AI, REST, API, SPA, Excel, Git",2025-05-09T06:50:50,European timezones
full_time,Senior Administrador AWS,Jooble,37280.0,No especificado,"Java, Go, R, Angular, AWS, Azure, Docker, AI, CI/CD, Agile, Scrum, REST, Microservices, API, SPA, Spark, Excel, Git",2025-05-08T20:50:12,Costa Rica
full_time,Semi Senior Desarrollador .NET,Jooble,58776.0,No especificado,"C#, Go, Scala, R, SQL, MySQL, PostgreSQL, MongoDB, Docker, GitLab, AI, CI/CD, Agile, REST, Microservices, API, SPA, Git",2025-05-07T02:51:52,Worldwide
full_time,Senior Científico de Datos,Jooble,56181.0,No especificado,"Python, Ruby, Scala, Rust, R, SQL, Express, AWS, Azure, Docker, Kubernetes, Jenkins, Ansible, AI, DevOps, CI/CD, Microservices, API, SPA, Git",2025-05-06T00:50:53,USA
full_time,Senior Analista de BI,Adzuna,66415.0,No especificado,"R, AI, Agile, Scrum, REST, API, Excel, JIRA",2025-05-04T02:51:01,Europe
