titulo,empresa,ubicacion,fecha_publicacion,tipo_contrato,jornada,salario,salario_min,salario_max,salario_promedio,descripcion,categoria,tecnologias,url,id,fuente,fecha_extraccion
Machine Learning Engineer,DevFusion,Bilbao,2025-05-03,Parcial,Parcial,37000 - 48000 €,37000.0,48000.0,42500.0,"Estamos buscando un profesional con experiencia en Agile, JavaScript, GCP, MySQL, CI/CD, PostgreSQL. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"Agile, JavaScript, GCP, MySQL, CI/CD, PostgreSQL",https://www.ejemplo.com/job/1153,job-1153,Adzuna (Simulado),2025-05-18 13:11:27.076933
CTO,JavaPros,Alicante,2025-05-10,Freelance,Completa,65000 - 97000 €,65000.0,97000.0,81000.0,"Estamos buscando un profesional con experiencia en Flask, Python, Jira, MySQL, TypeScript. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Flask, Python, Jira, MySQL, TypeScript",https://www.ejemplo.com/job/1154,job-1154,Adzuna (Simulado),2025-05-18 13:11:27.076933
Product Manager,DataMinds,Híbrido (Madrid),2025-05-03,Temporal,Completa,41000 - 43000 €,41000.0,43000.0,42000.0,"Estamos buscando un profesional con experiencia en Kubernetes, Node.js, GCP, AWS. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"Kubernetes, Node.js, GCP, AWS",https://www.ejemplo.com/job/1155,job-1155,Adzuna (Simulado),2025-05-18 13:11:27.076933
Mobile Developer,JavaPros,Madrid,2025-05-12,Prácticas,Parcial,55000 - 56000 €,55000.0,56000.0,55500.0,"Estamos buscando un profesional con experiencia en Spring, Docker, CI/CD, Node.js. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"Spring, Docker, CI/CD, Node.js",https://www.ejemplo.com/job/1156,job-1156,Adzuna (Simulado),2025-05-18 13:11:27.076933
Software Architect,ByteLogic,Remoto,2025-04-24,Completa,Completa,52000 - 87000 €,52000.0,87000.0,69500.0,"Estamos buscando un profesional con experiencia en Node.js, Python, Vue.js. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Node.js, Python, Vue.js",https://www.ejemplo.com/job/1157,job-1157,Adzuna (Simulado),2025-05-18 13:11:27.076933
Frontend Developer React,FutureCode,Alicante,2025-05-16,Completa,Parcial,52000 - 76000 €,52000.0,76000.0,64000.0,"Estamos buscando un profesional con experiencia en CI/CD, Vue.js, Java, Express, REST API. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"CI/CD, Vue.js, Java, Express, REST API",https://www.ejemplo.com/job/1158,job-1158,Adzuna (Simulado),2025-05-18 13:11:27.076933
DevOps Engineer,IntelliSoft,Bilbao,2025-05-06,Prácticas,Parcial,56000 - 66000 €,56000.0,66000.0,61000.0,"Estamos buscando un profesional con experiencia en Flask, Git, Azure, AWS, GitLab, PostgreSQL, Docker. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Flask, Git, Azure, AWS, GitLab, PostgreSQL, Docker",https://www.ejemplo.com/job/1159,job-1159,Adzuna (Simulado),2025-05-18 13:11:27.076933
CTO,KernelLabs,Bilbao,2025-05-10,Freelance,Parcial,63000 - 99000 €,63000.0,99000.0,81000.0,"Estamos buscando un profesional con experiencia en GitHub Actions, Kubernetes, Linux, Docker, MongoDB. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"GitHub Actions, Kubernetes, Linux, Docker, MongoDB",https://www.ejemplo.com/job/1160,job-1160,Adzuna (Simulado),2025-05-18 13:11:27.076933
Product Manager,CodeFusion,Remoto,2025-05-12,Indefinido,Parcial,46000 - 95000 €,46000.0,95000.0,70500.0,"Estamos buscando un profesional con experiencia en REST API, Agile, Java. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"REST API, Agile, Java",https://www.ejemplo.com/job/1161,job-1161,Adzuna (Simulado),2025-05-18 13:11:27.076933
Frontend Developer React,ByteLogic,Remoto,2025-05-08,Freelance,Parcial,70000 - 106000 €,70000.0,106000.0,88000.0,"Estamos buscando un profesional con experiencia en Git, PostgreSQL, Docker, Azure, Python, Linux. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"Git, PostgreSQL, Docker, Azure, Python, Linux",https://www.ejemplo.com/job/1162,job-1162,Adzuna (Simulado),2025-05-18 13:11:27.076933
Product Manager,TechCorp,Málaga,2025-05-06,Temporal,Completa,29000 - 72000 €,29000.0,72000.0,50500.0,"Estamos buscando un profesional con experiencia en GCP, Express, AWS. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"GCP, Express, AWS",https://www.ejemplo.com/job/1163,job-1163,Adzuna (Simulado),2025-05-18 13:11:27.076933
Cybersecurity Analyst,IntelliSoft,Madrid,2025-05-08,Parcial,Parcial,60000 - 105000 €,60000.0,105000.0,82500.0,"Estamos buscando un profesional con experiencia en GitLab, Spring, CI/CD, MongoDB, Node.js. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"GitLab, Spring, CI/CD, MongoDB, Node.js",https://www.ejemplo.com/job/1164,job-1164,Adzuna (Simulado),2025-05-18 13:11:27.076933
Machine Learning Engineer,CodeFusion,Híbrido (Madrid),2025-04-25,Indefinido,Completa,37000 - 68000 €,37000.0,68000.0,52500.0,"Estamos buscando un profesional con experiencia en TypeScript, Node.js, Vue.js, REST API, GitHub Actions. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"TypeScript, Node.js, Vue.js, REST API, GitHub Actions",https://www.ejemplo.com/job/1165,job-1165,Adzuna (Simulado),2025-05-18 13:11:27.076933
UX/UI Designer,IntelliSoft,Málaga,2025-05-14,Indefinido,Completa,39000 - 45000 €,39000.0,45000.0,42000.0,"Estamos buscando un profesional con experiencia en React, Kubernetes, Azure, Spring, Node.js, PostgreSQL, MongoDB. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"React, Kubernetes, Azure, Spring, Node.js, PostgreSQL, MongoDB",https://www.ejemplo.com/job/1166,job-1166,Adzuna (Simulado),2025-05-18 13:11:27.076933
Product Manager,KernelLabs,Sevilla,2025-05-06,Freelance,Parcial,51000 - 78000 €,51000.0,78000.0,64500.0,"Estamos buscando un profesional con experiencia en GitHub Actions, Agile, CI/CD, Django, Azure. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"GitHub Actions, Agile, CI/CD, Django, Azure",https://www.ejemplo.com/job/1167,job-1167,Adzuna (Simulado),2025-05-18 13:11:27.076933
UX/UI Designer,ByteLogic,Zaragoza,2025-04-19,Freelance,Parcial,59000 - 81000 €,59000.0,81000.0,70000.0,"Estamos buscando un profesional con experiencia en Flask, GitLab, Node.js, Azure, SQL. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Flask, GitLab, Node.js, Azure, SQL",https://www.ejemplo.com/job/1168,job-1168,Adzuna (Simulado),2025-05-18 13:11:27.076933
Data Scientist,DataMinds,Madrid,2025-04-29,Temporal,Completa,63000 - 76000 €,63000.0,76000.0,69500.0,"Estamos buscando un profesional con experiencia en Node.js, Docker, React, Flask, Linux. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"Node.js, Docker, React, Flask, Linux",https://www.ejemplo.com/job/1169,job-1169,Adzuna (Simulado),2025-05-18 13:11:27.076933
Cloud Architect,KernelLabs,Híbrido (Barcelona),2025-04-23,Freelance,Parcial,26000 - 28000 €,26000.0,28000.0,27000.0,"Estamos buscando un profesional con experiencia en CI/CD, AWS, GitLab, React, GitHub Actions, Vue.js. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"CI/CD, AWS, GitLab, React, GitHub Actions, Vue.js",https://www.ejemplo.com/job/1170,job-1170,Adzuna (Simulado),2025-05-18 13:11:27.076933
Data Scientist,JavaPros,Híbrido (Madrid),2025-05-18,Completa,Parcial,51000 - 55000 €,51000.0,55000.0,53000.0,"Estamos buscando un profesional con experiencia en Python, CI/CD, Django, React, Express, JavaScript. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"Python, CI/CD, Django, React, Express, JavaScript",https://www.ejemplo.com/job/1171,job-1171,Adzuna (Simulado),2025-05-18 13:11:27.076933
Data Scientist,JavaPros,Remoto,2025-04-26,Parcial,Parcial,74000 - 98000 €,74000.0,98000.0,86000.0,"Estamos buscando un profesional con experiencia en GitLab, TypeScript, MySQL, Spring, Angular, CI/CD. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"GitLab, TypeScript, MySQL, Spring, Angular, CI/CD",https://www.ejemplo.com/job/1172,job-1172,Adzuna (Simulado),2025-05-18 13:11:27.076933
Site Reliability Engineer,ByteLogic,Barcelona,2025-05-18,Parcial,Parcial,64000 - 81000 €,64000.0,81000.0,72500.0,"Estamos buscando un profesional con experiencia en AWS, GitLab, MongoDB, Node.js, Docker, Azure. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"AWS, GitLab, MongoDB, Node.js, Docker, Azure",https://www.ejemplo.com/job/1173,job-1173,Adzuna (Simulado),2025-05-18 13:11:27.076933
Frontend Developer React,HyperData,Bilbao,2025-05-01,Parcial,Completa,58000 - 69000 €,58000.0,69000.0,63500.0,"Estamos buscando un profesional con experiencia en AWS, Flask, REST API, SQL. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"AWS, Flask, REST API, SQL",https://www.ejemplo.com/job/1174,job-1174,Adzuna (Simulado),2025-05-18 13:11:27.076933
CTO,IntelliSoft,Málaga,2025-04-21,Completa,Completa,26000 - 32000 €,26000.0,32000.0,29000.0,"Estamos buscando un profesional con experiencia en SQL, GCP, Kubernetes, Spring, Docker. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"SQL, GCP, Kubernetes, Spring, Docker",https://www.ejemplo.com/job/1175,job-1175,Adzuna (Simulado),2025-05-18 13:11:27.076933
Backend Developer Node.js,IntelliSoft,Málaga,2025-04-23,Temporal,Completa,72000 - 86000 €,72000.0,86000.0,79000.0,"Estamos buscando un profesional con experiencia en SQL, AWS, Spring, REST API. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"SQL, AWS, Spring, REST API",https://www.ejemplo.com/job/1176,job-1176,Adzuna (Simulado),2025-05-18 13:11:27.076933
Data Engineer,TechCorp,Barcelona,2025-05-06,Freelance,Parcial,27000 - 36000 €,27000.0,36000.0,31500.0,"Estamos buscando un profesional con experiencia en MySQL, Express, GitHub Actions. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"MySQL, Express, GitHub Actions",https://www.ejemplo.com/job/1177,job-1177,Adzuna (Simulado),2025-05-18 13:11:27.076933
Desarrollador Python Senior,KernelLabs,Barcelona,2025-04-20,Parcial,Completa,50000 - 62000 €,50000.0,62000.0,56000.0,"Estamos buscando un profesional con experiencia en Express, Node.js, Git, Python, Agile, Angular. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"Express, Node.js, Git, Python, Agile, Angular",https://www.ejemplo.com/job/1178,job-1178,Adzuna (Simulado),2025-05-18 13:11:27.076933
Scrum Master,IntelliSoft,Remoto,2025-05-14,Freelance,Parcial,53000 - 59000 €,53000.0,59000.0,56000.0,"Estamos buscando un profesional con experiencia en TypeScript, Spring, PostgreSQL, Flask, Docker. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"TypeScript, Spring, PostgreSQL, Flask, Docker",https://www.ejemplo.com/job/1179,job-1179,Adzuna (Simulado),2025-05-18 13:11:27.076933
Technical Lead,KernelLabs,Málaga,2025-04-24,Parcial,Completa,61000 - 110000 €,61000.0,110000.0,85500.0,"Estamos buscando un profesional con experiencia en Kubernetes, React, AWS, Vue.js, Spring, Django, MongoDB. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Kubernetes, React, AWS, Vue.js, Spring, Django, MongoDB",https://www.ejemplo.com/job/1180,job-1180,Adzuna (Simulado),2025-05-18 13:11:27.076933
Data Engineer,DevFusion,Remoto,2025-05-11,Parcial,Completa,42000 - 78000 €,42000.0,78000.0,60000.0,"Estamos buscando un profesional con experiencia en Django, MongoDB, Git. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Django, MongoDB, Git",https://www.ejemplo.com/job/1181,job-1181,Adzuna (Simulado),2025-05-18 13:11:27.076933
QA Engineer,CodeFusion,Sevilla,2025-05-08,Prácticas,Parcial,67000 - 78000 €,67000.0,78000.0,72500.0,"Estamos buscando un profesional con experiencia en Jira, Git, PostgreSQL, GCP. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Jira, Git, PostgreSQL, GCP",https://www.ejemplo.com/job/1182,job-1182,Adzuna (Simulado),2025-05-18 13:11:27.076933
Cloud Architect,TechCorp,Barcelona,2025-04-19,Freelance,Completa,45000 - 58000 €,45000.0,58000.0,51500.0,"Estamos buscando un profesional con experiencia en Express, Django, GitLab, GitHub Actions, MongoDB, Vue.js, GCP. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"Express, Django, GitLab, GitHub Actions, MongoDB, Vue.js, GCP",https://www.ejemplo.com/job/1183,job-1183,Adzuna (Simulado),2025-05-18 13:11:27.076933
Scrum Master,LogicWorks,Valencia,2025-04-24,Indefinido,Parcial,60000 - 62000 €,60000.0,62000.0,61000.0,"Estamos buscando un profesional con experiencia en AWS, GitLab, React, CI/CD, GCP, Express, Linux. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"AWS, GitLab, React, CI/CD, GCP, Express, Linux",https://www.ejemplo.com/job/1184,job-1184,Adzuna (Simulado),2025-05-18 13:11:27.076933
Scrum Master,DataMinds,Barcelona,2025-04-22,Freelance,Parcial,51000 - 55000 €,51000.0,55000.0,53000.0,"Estamos buscando un profesional con experiencia en GitLab, AWS, PostgreSQL, Git. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"GitLab, AWS, PostgreSQL, Git",https://www.ejemplo.com/job/1185,job-1185,Adzuna (Simulado),2025-05-18 13:11:27.076933
Scrum Master,HyperData,Barcelona,2025-05-03,Freelance,Completa,35000 - 46000 €,35000.0,46000.0,40500.0,"Estamos buscando un profesional con experiencia en AWS, GitHub Actions, Scrum, JavaScript, Python. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"AWS, GitHub Actions, Scrum, JavaScript, Python",https://www.ejemplo.com/job/1186,job-1186,Adzuna (Simulado),2025-05-18 13:11:27.076933
Technical Lead,IntelliSoft,Málaga,2025-05-04,Temporal,Parcial,45000 - 77000 €,45000.0,77000.0,61000.0,"Estamos buscando un profesional con experiencia en Angular, JavaScript, Scrum. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"Angular, JavaScript, Scrum",https://www.ejemplo.com/job/1187,job-1187,Adzuna (Simulado),2025-05-18 13:11:27.076933
Frontend Developer React,KernelLabs,Híbrido (Barcelona),2025-04-30,Parcial,Completa,26000 - 70000 €,26000.0,70000.0,48000.0,"Estamos buscando un profesional con experiencia en MySQL, TypeScript, Flask, PostgreSQL, Vue.js, Django, MongoDB. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"MySQL, TypeScript, Flask, PostgreSQL, Vue.js, Django, MongoDB",https://www.ejemplo.com/job/1188,job-1188,Adzuna (Simulado),2025-05-18 13:11:27.076933
Machine Learning Engineer,CloudNative,Híbrido (Barcelona),2025-04-20,Indefinido,Parcial,43000 - 51000 €,43000.0,51000.0,47000.0,"Estamos buscando un profesional con experiencia en JavaScript, TypeScript, Jira, Java. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"JavaScript, TypeScript, Jira, Java",https://www.ejemplo.com/job/1189,job-1189,Adzuna (Simulado),2025-05-18 13:11:27.076933
Mobile Developer,FutureCode,Málaga,2025-05-17,Parcial,Parcial,44000 - 46000 €,44000.0,46000.0,45000.0,"Estamos buscando un profesional con experiencia en Kubernetes, React, Docker, GitLab. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Kubernetes, React, Docker, GitLab",https://www.ejemplo.com/job/1190,job-1190,Adzuna (Simulado),2025-05-18 13:11:27.076933
Full Stack Developer,HyperData,Híbrido (Barcelona),2025-05-11,Temporal,Parcial,30000 - 74000 €,30000.0,74000.0,52000.0,"Estamos buscando un profesional con experiencia en Python, Linux, MySQL. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"Python, Linux, MySQL",https://www.ejemplo.com/job/1191,job-1191,Adzuna (Simulado),2025-05-18 13:11:27.076933
Scrum Master,IntelliSoft,Barcelona,2025-04-21,Prácticas,Completa,50000 - 63000 €,50000.0,63000.0,56500.0,"Estamos buscando un profesional con experiencia en Azure, PostgreSQL, MongoDB, Express. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"Azure, PostgreSQL, MongoDB, Express",https://www.ejemplo.com/job/1192,job-1192,Adzuna (Simulado),2025-05-18 13:11:27.076933
CTO,ByteLogic,Valencia,2025-05-04,Indefinido,Parcial,74000 - 79000 €,74000.0,79000.0,76500.0,"Estamos buscando un profesional con experiencia en Python, GCP, MongoDB, Agile, Scrum, Java, AWS. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"Python, GCP, MongoDB, Agile, Scrum, Java, AWS",https://www.ejemplo.com/job/1193,job-1193,Adzuna (Simulado),2025-05-18 13:11:27.076933
Mobile Developer,HyperData,Híbrido (Madrid),2025-05-14,Freelance,Parcial,40000 - 64000 €,40000.0,64000.0,52000.0,"Estamos buscando un profesional con experiencia en Django, Azure, Linux, Vue.js, TypeScript, GitLab, Scrum. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"Django, Azure, Linux, Vue.js, TypeScript, GitLab, Scrum",https://www.ejemplo.com/job/1194,job-1194,Adzuna (Simulado),2025-05-18 13:11:27.076933
Desarrollador Python Senior,FutureCode,Zaragoza,2025-05-07,Parcial,Completa,71000 - 90000 €,71000.0,90000.0,80500.0,"Estamos buscando un profesional con experiencia en Docker, JavaScript, Linux, Angular. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"Docker, JavaScript, Linux, Angular",https://www.ejemplo.com/job/1195,job-1195,Adzuna (Simulado),2025-05-18 13:11:27.076933
Product Manager,LogicWorks,Bilbao,2025-05-07,Temporal,Parcial,68000 - 101000 €,68000.0,101000.0,84500.0,"Estamos buscando un profesional con experiencia en React, Jira, Flask, Vue.js, TypeScript, JavaScript, Express. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"React, Jira, Flask, Vue.js, TypeScript, JavaScript, Express",https://www.ejemplo.com/job/1196,job-1196,Adzuna (Simulado),2025-05-18 13:11:27.076933
Frontend Developer React,DataMinds,Sevilla,2025-04-25,Parcial,Completa,46000 - 63000 €,46000.0,63000.0,54500.0,"Estamos buscando un profesional con experiencia en Docker, MySQL, Linux, SQL, JavaScript, Angular, Git. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"Docker, MySQL, Linux, SQL, JavaScript, Angular, Git",https://www.ejemplo.com/job/1197,job-1197,Adzuna (Simulado),2025-05-18 13:11:27.076933
QA Engineer,HyperData,Barcelona,2025-05-12,Indefinido,Completa,40000 - 85000 €,40000.0,85000.0,62500.0,"Estamos buscando un profesional con experiencia en Agile, Azure, Kubernetes, AWS. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Agile, Azure, Kubernetes, AWS",https://www.ejemplo.com/job/1198,job-1198,Adzuna (Simulado),2025-05-18 13:11:27.076933
Software Architect,ByteLogic,Valencia,2025-05-04,Parcial,Parcial,44000 - 87000 €,44000.0,87000.0,65500.0,"Estamos buscando un profesional con experiencia en GCP, TypeScript, MySQL. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"GCP, TypeScript, MySQL",https://www.ejemplo.com/job/1199,job-1199,Adzuna (Simulado),2025-05-18 13:11:27.076933
Ingeniero de Software Java,HyperData,Zaragoza,2025-05-15,Indefinido,Parcial,41000 - 90000 €,41000.0,90000.0,65500.0,"Estamos buscando un profesional con experiencia en Vue.js, Linux, Kubernetes, JavaScript, Node.js. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"Vue.js, Linux, Kubernetes, JavaScript, Node.js",https://www.ejemplo.com/job/1200,job-1200,Adzuna (Simulado),2025-05-18 13:11:27.076933
DevOps Engineer,DevFusion,Málaga,2025-05-16,Temporal,Completa,36000 - 56000 €,36000.0,56000.0,46000.0,"Estamos buscando un profesional con experiencia en Java, JavaScript, GitLab, Express, AWS. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"Java, JavaScript, GitLab, Express, AWS",https://www.ejemplo.com/job/1201,job-1201,Adzuna (Simulado),2025-05-18 13:11:27.076933
Full Stack Developer,CloudNative,Zaragoza,2025-04-22,Freelance,Parcial,35000 - 74000 €,35000.0,74000.0,54500.0,"Estamos buscando un profesional con experiencia en Linux, AWS, Angular. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"Linux, AWS, Angular",https://www.ejemplo.com/job/1202,job-1202,Adzuna (Simulado),2025-05-18 13:11:27.076933
Site Reliability Engineer,LogicWorks,Málaga,2025-04-19,Completa,Completa,48000 - 89000 €,48000.0,89000.0,68500.0,"Estamos buscando un profesional con experiencia en Linux, Node.js, Docker. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Linux, Node.js, Docker",https://www.ejemplo.com/job/1203,job-1203,Adzuna (Simulado),2025-05-18 13:11:27.076933
CTO,FutureCode,Sevilla,2025-05-11,Prácticas,Parcial,68000 - 90000 €,68000.0,90000.0,79000.0,"Estamos buscando un profesional con experiencia en Docker, AWS, Git, Java. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"Docker, AWS, Git, Java",https://www.ejemplo.com/job/1204,job-1204,Adzuna (Simulado),2025-05-18 13:11:27.076933
