titulo,empresa,ubicacion,fecha_publicacion,tipo_contrato,jornada,salario,salario_min,salario_max,experiencia,nivel,descripcion,requisitos,tecnologias,url,fecha_extraccion
Scrum Master Principal,WebWizards,Madrid,27/04/2025,Temporal con posibilidad de indefinido,Flexible,79000 - 120000 € Bruto/año,79000.0,120000.0,15+ años,Principal,"Buscamos un Principal desarrollador/a con experiencia en TypeScript, Spring Boot, React para unirse a nuestro equipo. Trabajarás en proyectos innovadores utilizando las últimas tecnologías.

Requisitos:
- Experiencia de 15+ años con TypeScript
- Conocimientos de Spring Boot
- Conocimientos de React
- Conocimientos de Firebase
- Orientación a resultados
- Creatividad
- Metodologías ágiles


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","TypeScript, Spring Boot, React, Firebase, Docker","['TypeScript', 'Spring Boot', 'React', 'Firebase', 'Docker']",https://ejemplo.com/oferta-1,2025-05-18 12:46:39.608051
Ingeniero/a de Software Lead,IntelliSoft,Remoto,12/05/2025,Temporal,Parcial (tardes),51000 - 76000 € Bruto/año,51000.0,76000.0,8-12 años,Lead,"Buscamos un Lead desarrollador/a con experiencia en R, Laravel, PyTorch para unirse a nuestro equipo. Trabajarás en proyectos innovadores utilizando las últimas tecnologías.

Requisitos:
- Experiencia de 8-12 años con R
- Conocimientos de Laravel
- Conocimientos de PyTorch
- Conocimientos de Pandas
- Resiliencia
- Empatía
- Adaptabilidad


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","R, Laravel, PyTorch, Pandas, Neo4j, Postman, Azure","['R', 'Laravel', 'PyTorch', 'Pandas', 'Neo4j', 'Postman', 'Azure']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
Technical Lead Semisenior,UXPioneer,Sevilla,11/05/2025,Formativo,Turnos rotativos,27000 - 40000 € Bruto/año,27000.0,40000.0,2-4 años,Semisenior,"Empresa líder en el sector tecnológico busca Semisenior programador/a con conocimientos de Rust, React, Laravel para importante proyecto. Valoramos la proactividad y el trabajo en equipo.

Requisitos:
- Experiencia de 2-4 años con Rust
- Conocimientos de React
- Conocimientos de Laravel
- Conocimientos de ASP.NET
- Comunicación
- Kanban
- Capacidad analítica


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Rust, React, Laravel, ASP.NET, Elasticsearch, Couchbase, Docker, Prometheus","['Rust', 'React', 'Laravel', 'ASP.NET', 'Elasticsearch', 'Couchbase', 'Docker', 'Prometheus']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Cloud Architect Lead,SecureTech,Zaragoza,16/05/2025,Temporal,Parcial (mañanas),49000 - 76000 € Bruto/año,49000.0,76000.0,8-12 años,Lead,"¿Te apasiona la tecnología? Únete a nuestro equipo como Lead especialista en TypeScript, ASP.NET, TensorFlow. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 8-12 años con TypeScript
- Conocimientos de ASP.NET
- Conocimientos de TensorFlow
- Conocimientos de FastAPI
- Resiliencia
- Adaptabilidad
- Trabajo en equipo


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","TypeScript, ASP.NET, TensorFlow, FastAPI, Firebase, Google Cloud, AWS","['TypeScript', 'ASP.NET', 'TensorFlow', 'FastAPI', 'Firebase', 'Google Cloud', 'AWS']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Backend Developer Semisenior,TensorMinds,Híbrido (Barcelona),11/05/2025,Mercantil,Intensiva,29000 - 39000 € Bruto/año,29000.0,39000.0,2-4 años,Semisenior,"¿Buscas un nuevo desafío profesional? Necesitamos un Semisenior ingeniero/a con experiencia en Swift, Pandas, Cassandra para desarrollar soluciones escalables y de alta calidad.

Requisitos:
- Experiencia de 2-4 años con Swift
- Conocimientos de Pandas
- Conocimientos de Cassandra
- Conocimientos de Couchbase
- Pensamiento crítico
- Orientación a resultados
- Gestión del tiempo


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Swift, Pandas, Cassandra, Couchbase, Grafana, Prometheus","['Swift', 'Pandas', 'Cassandra', 'Couchbase', 'Grafana', 'Prometheus']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
Ingeniero/a DevOps Principal,OptimizeIT,Remoto,01/05/2025,Formativo,Parcial (tardes),81000 - 118000 € Bruto/año,81000.0,118000.0,15+ años,Principal,"Se precisa Principal desarrollador/a con sólidos conocimientos en Kotlin, Ruby on Rails, Spring Boot para proyecto de transformación digital. Ofrecemos formación continua y buen ambiente laboral.

Requisitos:
- Experiencia de 15+ años con Kotlin
- Conocimientos de Ruby on Rails
- Conocimientos de Spring Boot
- Conocimientos de Pandas
- Adaptabilidad
- Kanban
- Capacidad analítica


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Kotlin, Ruby on Rails, Spring Boot, Pandas, Couchbase, ELK Stack, Jira, AWS","['Kotlin', 'Ruby on Rails', 'Spring Boot', 'Pandas', 'Couchbase', 'ELK Stack', 'Jira', 'AWS']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Programador/a JavaScript Semisenior,LogicWorks,Madrid,03/05/2025,Por obra y servicio,Flexible,27000 - 39000 € Bruto/año,27000.0,39000.0,2-4 años,Semisenior,"¿Te apasiona la tecnología? Únete a nuestro equipo como Semisenior especialista en JavaScript, Next.js, PyTorch. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 2-4 años con JavaScript
- Conocimientos de Next.js
- Conocimientos de PyTorch
- Conocimientos de Elasticsearch
- Creatividad
- Liderazgo
- Resolución de problemas


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","JavaScript, Next.js, PyTorch, Elasticsearch, InfluxDB, Prometheus, Azure, Grafana","['JavaScript', 'Next.js', 'PyTorch', 'Elasticsearch', 'InfluxDB', 'Prometheus', 'Azure', 'Grafana']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
UX/UI Designer Junior,XenonData,Remoto,05/05/2025,Por obra y servicio,Fin de semana,19000 - 29000 € Bruto/año,19000.0,29000.0,0-2 años,Junior,"¿Te apasiona la tecnología? Únete a nuestro equipo como Junior especialista en R, Flask, Pandas. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 0-2 años con R
- Conocimientos de Flask
- Conocimientos de Pandas
- Conocimientos de DynamoDB
- Pensamiento crítico
- Capacidad analítica
- Kanban


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","R, Flask, Pandas, DynamoDB, Git, Kubernetes","['R', 'Flask', 'Pandas', 'DynamoDB', 'Git', 'Kubernetes']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Data Engineer Staff,NetArchitects,Híbrido (Barcelona),11/05/2025,Temporal,Parcial (tardes),64000 - 84000 € Bruto/año,64000.0,84000.0,10-15 años,Staff,"¿Te apasiona la tecnología? Únete a nuestro equipo como Staff especialista en Rust, TensorFlow, Vue.js. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 10-15 años con Rust
- Conocimientos de TensorFlow
- Conocimientos de Vue.js
- Conocimientos de SQLite
- Gestión del tiempo
- Empatía
- Trabajo en equipo


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Rust, TensorFlow, Vue.js, SQLite, Cassandra, Postman, Terraform","['Rust', 'TensorFlow', 'Vue.js', 'SQLite', 'Cassandra', 'Postman', 'Terraform']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
UX/UI Designer Junior,ReactMasters,Madrid,09/05/2025,Indefinido,Parcial (tardes),16000 - 27000 € Bruto/año,16000.0,27000.0,0-2 años,Junior,"¿Te apasiona la tecnología? Únete a nuestro equipo como Junior especialista en Java, Ruby on Rails, Neo4j. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 0-2 años con Java
- Conocimientos de Ruby on Rails
- Conocimientos de Neo4j
- Conocimientos de MySQL
- Capacidad analítica
- Trabajo en equipo
- Orientación a resultados


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Java, Ruby on Rails, Neo4j, MySQL, ELK Stack, Terraform","['Java', 'Ruby on Rails', 'Neo4j', 'MySQL', 'ELK Stack', 'Terraform']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
Machine Learning Engineer Junior,ZenithCode,Murcia,27/04/2025,Por obra y servicio,Intensiva,17000 - 29000 € Bruto/año,17000.0,29000.0,0-2 años,Junior,"¿Buscas un nuevo desafío profesional? Necesitamos un Junior ingeniero/a con experiencia en C++, Django, ASP.NET para desarrollar soluciones escalables y de alta calidad.

Requisitos:
- Experiencia de 0-2 años con C++
- Conocimientos de Django
- Conocimientos de ASP.NET
- Conocimientos de Next.js
- Metodologías ágiles
- Orientación a resultados
- Kanban


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","C++, Django, ASP.NET, Next.js, Firebase, Jenkins, Prometheus","['C++', 'Django', 'ASP.NET', 'Next.js', 'Firebase', 'Jenkins', 'Prometheus']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
Database Administrator Principal,InnovateTech,Las Palmas,01/05/2025,Temporal con posibilidad de indefinido,Intensiva,78000 - 120000 € Bruto/año,78000.0,120000.0,15+ años,Principal,"¿Te apasiona la tecnología? Únete a nuestro equipo como Principal especialista en Go, Laravel, PyTorch. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 15+ años con Go
- Conocimientos de Laravel
- Conocimientos de PyTorch
- Conocimientos de Next.js
- Scrum
- Liderazgo
- Resiliencia


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Go, Laravel, PyTorch, Next.js, MariaDB, AWS, Kubernetes","['Go', 'Laravel', 'PyTorch', 'Next.js', 'MariaDB', 'AWS', 'Kubernetes']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
Technical Lead Lead,DataMind,Madrid,25/04/2025,Freelance,Intensiva,52000 - 73000 € Bruto/año,52000.0,73000.0,8-12 años,Lead,"Se precisa Lead desarrollador/a con sólidos conocimientos en TypeScript, Laravel, TensorFlow para proyecto de transformación digital. Ofrecemos formación continua y buen ambiente laboral.

Requisitos:
- Experiencia de 8-12 años con TypeScript
- Conocimientos de Laravel
- Conocimientos de TensorFlow
- Conocimientos de Vue.js
- Resolución de problemas
- Pensamiento crítico
- Creatividad


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","TypeScript, Laravel, TensorFlow, Vue.js, MySQL, Grafana, Terraform","['TypeScript', 'Laravel', 'TensorFlow', 'Vue.js', 'MySQL', 'Grafana', 'Terraform']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
Data Scientist Senior,MobileFirst,Sevilla,08/05/2025,Indefinido,Completa,39000 - 59000 € Bruto/año,39000.0,59000.0,4-8 años,Senior,"Buscamos un Senior desarrollador/a con experiencia en Ruby, FastAPI, TensorFlow para unirse a nuestro equipo. Trabajarás en proyectos innovadores utilizando las últimas tecnologías.

Requisitos:
- Experiencia de 4-8 años con Ruby
- Conocimientos de FastAPI
- Conocimientos de TensorFlow
- Conocimientos de Redis
- Pensamiento crítico
- Capacidad analítica
- Adaptabilidad


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Ruby, FastAPI, TensorFlow, Redis, Cassandra, Prometheus","['Ruby', 'FastAPI', 'TensorFlow', 'Redis', 'Cassandra', 'Prometheus']",https://ejemplo.com/oferta-1,2025-05-18 12:46:39.608051
Programador/a C++ Principal,DataMind,Alicante,27/04/2025,Prácticas,Turnos rotativos,79000 - 119000 € Bruto/año,79000.0,119000.0,15+ años,Principal,"Se precisa Principal desarrollador/a con sólidos conocimientos en C++, TensorFlow, ASP.NET para proyecto de transformación digital. Ofrecemos formación continua y buen ambiente laboral.

Requisitos:
- Experiencia de 15+ años con C++
- Conocimientos de TensorFlow
- Conocimientos de ASP.NET
- Conocimientos de Firebase
- Scrum
- Empatía
- Adaptabilidad


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","C++, TensorFlow, ASP.NET, Firebase, Jenkins, Grafana, Prometheus","['C++', 'TensorFlow', 'ASP.NET', 'Firebase', 'Jenkins', 'Grafana', 'Prometheus']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Ingeniero/a DevOps Junior,SecureTech,Remoto (Europa),30/04/2025,Temporal,Intensiva,17000 - 28000 € Bruto/año,17000.0,28000.0,0-2 años,Junior,"Buscamos un Junior desarrollador/a con experiencia en Rust, Flask, Cassandra para unirse a nuestro equipo. Trabajarás en proyectos innovadores utilizando las últimas tecnologías.

Requisitos:
- Experiencia de 0-2 años con Rust
- Conocimientos de Flask
- Conocimientos de Cassandra
- Conocimientos de Google Cloud
- Empatía
- Gestión del tiempo
- Comunicación


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Rust, Flask, Cassandra, Google Cloud, Git, ELK Stack","['Rust', 'Flask', 'Cassandra', 'Google Cloud', 'Git', 'ELK Stack']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Data Scientist Lead,DigitalWave,Las Palmas,23/04/2025,Por obra y servicio,Intensiva,48000 - 76000 € Bruto/año,48000.0,76000.0,8-12 años,Lead,"Empresa líder en el sector tecnológico busca Lead programador/a con conocimientos de PHP, ASP.NET, Django para importante proyecto. Valoramos la proactividad y el trabajo en equipo.

Requisitos:
- Experiencia de 8-12 años con PHP
- Conocimientos de ASP.NET
- Conocimientos de Django
- Conocimientos de MySQL
- Liderazgo
- Metodologías ágiles
- Comunicación


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","PHP, ASP.NET, Django, MySQL, Couchbase, Docker","['PHP', 'ASP.NET', 'Django', 'MySQL', 'Couchbase', 'Docker']",https://ejemplo.com/oferta-1,2025-05-18 12:46:39.608051
QA Engineer Semisenior,TechSolutions,Madrid,21/04/2025,Prácticas,Turnos rotativos,29000 - 39000 € Bruto/año,29000.0,39000.0,2-4 años,Semisenior,"Se precisa Semisenior desarrollador/a con sólidos conocimientos en Dart, ASP.NET, FastAPI para proyecto de transformación digital. Ofrecemos formación continua y buen ambiente laboral.

Requisitos:
- Experiencia de 2-4 años con Dart
- Conocimientos de ASP.NET
- Conocimientos de FastAPI
- Conocimientos de Pandas
- Comunicación
- Resolución de problemas
- Adaptabilidad


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Dart, ASP.NET, FastAPI, Pandas, MongoDB, Confluence","['Dart', 'ASP.NET', 'FastAPI', 'Pandas', 'MongoDB', 'Confluence']",https://ejemplo.com/oferta-1,2025-05-18 12:46:39.608051
Data Engineer Staff,VirtualVision,Valencia,27/04/2025,Por obra y servicio,Intensiva,63000 - 83000 € Bruto/año,63000.0,83000.0,10-15 años,Staff,"¿Buscas un nuevo desafío profesional? Necesitamos un Staff ingeniero/a con experiencia en R, ASP.NET, MySQL para desarrollar soluciones escalables y de alta calidad.

Requisitos:
- Experiencia de 10-15 años con R
- Conocimientos de ASP.NET
- Conocimientos de MySQL
- Conocimientos de Neo4j
- Orientación a resultados
- Liderazgo
- Metodologías ágiles


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","R, ASP.NET, MySQL, Neo4j, ELK Stack","['R', 'ASP.NET', 'MySQL', 'Neo4j', 'ELK Stack']",https://ejemplo.com/oferta-1,2025-05-18 12:46:39.608051
Product Manager Semisenior,SecureTech,Sevilla,18/04/2025,Por obra y servicio,Intensiva,28000 - 38000 € Bruto/año,28000.0,38000.0,2-4 años,Semisenior,"Se precisa Semisenior desarrollador/a con sólidos conocimientos en Scala, TensorFlow, Next.js para proyecto de transformación digital. Ofrecemos formación continua y buen ambiente laboral.

Requisitos:
- Experiencia de 2-4 años con Scala
- Conocimientos de TensorFlow
- Conocimientos de Next.js
- Conocimientos de FastAPI
- Resolución de problemas
- Capacidad analítica
- Creatividad


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Scala, TensorFlow, Next.js, FastAPI, InfluxDB, Jenkins, Jira, Kubernetes","['Scala', 'TensorFlow', 'Next.js', 'FastAPI', 'InfluxDB', 'Jenkins', 'Jira', 'Kubernetes']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Network Engineer Staff,XenonData,Valencia,02/05/2025,Indefinido,Por horas,63000 - 86000 € Bruto/año,63000.0,86000.0,10-15 años,Staff,"¿Buscas un nuevo desafío profesional? Necesitamos un Staff ingeniero/a con experiencia en Go, Symfony, Angular para desarrollar soluciones escalables y de alta calidad.

Requisitos:
- Experiencia de 10-15 años con Go
- Conocimientos de Symfony
- Conocimientos de Angular
- Conocimientos de MySQL
- Creatividad
- Gestión del tiempo
- Trabajo en equipo


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Go, Symfony, Angular, MySQL, SQLite, GitHub Actions, Prometheus, ELK Stack","['Go', 'Symfony', 'Angular', 'MySQL', 'SQLite', 'GitHub Actions', 'Prometheus', 'ELK Stack']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Product Manager Lead,YieldTech,Bilbao,19/04/2025,Mercantil,Parcial (mañanas),49000 - 76000 € Bruto/año,49000.0,76000.0,8-12 años,Lead,"¿Te apasiona la tecnología? Únete a nuestro equipo como Lead especialista en Go, PyTorch, Laravel. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 8-12 años con Go
- Conocimientos de PyTorch
- Conocimientos de Laravel
- Conocimientos de Django
- Trabajo en equipo
- Adaptabilidad
- Orientación a resultados


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Go, PyTorch, Laravel, Django, InfluxDB, Cassandra, Azure, ELK Stack","['Go', 'PyTorch', 'Laravel', 'Django', 'InfluxDB', 'Cassandra', 'Azure', 'ELK Stack']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
Product Manager Senior,VirtualVision,Híbrido (Valencia),12/05/2025,Formativo,Por horas,38000 - 62000 € Bruto/año,38000.0,62000.0,4-8 años,Senior,"Empresa líder en el sector tecnológico busca Senior programador/a con conocimientos de C#, Flutter, Express.js para importante proyecto. Valoramos la proactividad y el trabajo en equipo.

Requisitos:
- Experiencia de 4-8 años con C#
- Conocimientos de Flutter
- Conocimientos de Express.js
- Conocimientos de Pandas
- Creatividad
- Kanban
- Orientación a resultados


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","C#, Flutter, Express.js, Pandas, MongoDB, Cassandra, Prometheus, AWS, Postman","['C#', 'Flutter', 'Express.js', 'Pandas', 'MongoDB', 'Cassandra', 'Prometheus', 'AWS', 'Postman']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Machine Learning Engineer Junior,FutureCode,Sevilla,20/04/2025,Formativo,Parcial (mañanas),19000 - 27000 € Bruto/año,19000.0,27000.0,0-2 años,Junior,"¿Te apasiona la tecnología? Únete a nuestro equipo como Junior especialista en C#, Spring Boot, Express.js. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 0-2 años con C#
- Conocimientos de Spring Boot
- Conocimientos de Express.js
- Conocimientos de TensorFlow
- Trabajo en equipo
- Orientación a resultados
- Adaptabilidad


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","C#, Spring Boot, Express.js, TensorFlow, BigQuery, Azure, ELK Stack","['C#', 'Spring Boot', 'Express.js', 'TensorFlow', 'BigQuery', 'Azure', 'ELK Stack']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
Data Engineer Staff,CloudNative,Barcelona,19/04/2025,Por obra y servicio,Parcial (mañanas),63000 - 85000 € Bruto/año,63000.0,85000.0,10-15 años,Staff,"¿Te apasiona la tecnología? Únete a nuestro equipo como Staff especialista en Dart, Express.js, MongoDB. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 10-15 años con Dart
- Conocimientos de Express.js
- Conocimientos de MongoDB
- Conocimientos de SQL Server
- Scrum
- Kanban
- Metodologías ágiles


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Dart, Express.js, MongoDB, SQL Server, Jira, SonarQube, Git","['Dart', 'Express.js', 'MongoDB', 'SQL Server', 'Jira', 'SonarQube', 'Git']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Desarrollador/a Pandas Junior,SecureTech,Sevilla,01/05/2025,Temporal,Parcial (tardes),17000 - 29000 € Bruto/año,17000.0,29000.0,0-2 años,Junior,"¿Buscas un nuevo desafío profesional? Necesitamos un Junior ingeniero/a con experiencia en C++, Pandas, Couchbase para desarrollar soluciones escalables y de alta calidad.

Requisitos:
- Experiencia de 0-2 años con C++
- Conocimientos de Pandas
- Conocimientos de Couchbase
- Conocimientos de Elasticsearch
- Creatividad
- Empatía
- Gestión del tiempo


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","C++, Pandas, Couchbase, Elasticsearch, GitHub Actions, Git","['C++', 'Pandas', 'Couchbase', 'Elasticsearch', 'GitHub Actions', 'Git']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
Network Engineer Lead,WebWizards,Barcelona,18/05/2025,Indefinido,Fin de semana,49000 - 74000 € Bruto/año,49000.0,74000.0,8-12 años,Lead,"¿Buscas un nuevo desafío profesional? Necesitamos un Lead ingeniero/a con experiencia en Swift, Express.js, BigQuery para desarrollar soluciones escalables y de alta calidad.

Requisitos:
- Experiencia de 8-12 años con Swift
- Conocimientos de Express.js
- Conocimientos de BigQuery
- Conocimientos de SonarQube
- Empatía
- Trabajo en equipo
- Creatividad


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Swift, Express.js, BigQuery, SonarQube, Terraform","['Swift', 'Express.js', 'BigQuery', 'SonarQube', 'Terraform']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
Ingeniero/a de Software Lead,XenonData,Málaga,12/05/2025,Temporal con posibilidad de indefinido,Intensiva,49000 - 77000 € Bruto/año,49000.0,77000.0,8-12 años,Lead,"¿Buscas un nuevo desafío profesional? Necesitamos un Lead ingeniero/a con experiencia en Dart, Laravel, Symfony para desarrollar soluciones escalables y de alta calidad.

Requisitos:
- Experiencia de 8-12 años con Dart
- Conocimientos de Laravel
- Conocimientos de Symfony
- Conocimientos de FastAPI
- Capacidad analítica
- Trabajo en equipo
- Gestión del tiempo


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Dart, Laravel, Symfony, FastAPI, BigQuery, DynamoDB, Postman, Kubernetes","['Dart', 'Laravel', 'Symfony', 'FastAPI', 'BigQuery', 'DynamoDB', 'Postman', 'Kubernetes']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Full Stack Developer Semisenior,IntelliSoft,Zaragoza,13/05/2025,Temporal,Por horas,27000 - 39000 € Bruto/año,27000.0,39000.0,2-4 años,Semisenior,"Se precisa Semisenior desarrollador/a con sólidos conocimientos en Python, Django, Flutter para proyecto de transformación digital. Ofrecemos formación continua y buen ambiente laboral.

Requisitos:
- Experiencia de 2-4 años con Python
- Conocimientos de Django
- Conocimientos de Flutter
- Conocimientos de Symfony
- Pensamiento crítico
- Adaptabilidad
- Gestión del tiempo


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Python, Django, Flutter, Symfony, Elasticsearch, MongoDB, Jira, Terraform","['Python', 'Django', 'Flutter', 'Symfony', 'Elasticsearch', 'MongoDB', 'Jira', 'Terraform']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Business Intelligence Analyst Lead,GlobalTech,Barcelona,25/04/2025,Indefinido,Parcial (tardes),48000 - 77000 € Bruto/año,48000.0,77000.0,8-12 años,Lead,"Empresa líder en el sector tecnológico busca Lead programador/a con conocimientos de C++, Angular, Redis para importante proyecto. Valoramos la proactividad y el trabajo en equipo.

Requisitos:
- Experiencia de 8-12 años con C++
- Conocimientos de Angular
- Conocimientos de Redis
- Conocimientos de MySQL
- Scrum
- Empatía
- Creatividad


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","C++, Angular, Redis, MySQL, Prometheus","['C++', 'Angular', 'Redis', 'MySQL', 'Prometheus']",https://ejemplo.com/oferta-1,2025-05-18 12:46:39.608051
Ingeniero/a DevOps Lead,CloudNative,Barcelona,01/05/2025,Indefinido,Completa,50000 - 77000 € Bruto/año,50000.0,77000.0,8-12 años,Lead,"¿Buscas un nuevo desafío profesional? Necesitamos un Lead ingeniero/a con experiencia en Rust, Express.js, MariaDB para desarrollar soluciones escalables y de alta calidad.

Requisitos:
- Experiencia de 8-12 años con Rust
- Conocimientos de Express.js
- Conocimientos de MariaDB
- Conocimientos de Azure
- Pensamiento crítico
- Empatía
- Capacidad analítica


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Rust, Express.js, MariaDB, Azure, GitHub Actions, Git","['Rust', 'Express.js', 'MariaDB', 'Azure', 'GitHub Actions', 'Git']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
